Cod_Loc,IdProvincia,IdDepartamento,Observaciones,categoria,subcategoria,provincia,localidad,nombre,direccion,piso,CP,cod_area,telefono,Mail,Web,Latitud,Longitud,TipoLatitudLongitud,Info_adicional,fuente,jurisdiccion,año_inauguracion,actualizacion
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Etnográfico De Las Obras Misionales Pontificias,Medrano 735,,C1179AAM,11,4863 1357,,,-346.015.000,-584.207.000,Localización precisa,,DNPyM,Privada,,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De Anestesiología Y Biblioteca Histórica,Fragata Sarmiento 541,,C1405APC,11,4433 0023 INT. 108,museo@aaarba.org,,-346.081.000,-583.665.000,Localización precisa,,DNPyM,Privada,,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De Artes Plásticas Eduardo Sívori,Avda. Infanta Isabel 555,,C1425ABX,11,4778 3899,,,-345.696.000,-584.171.000,Localización precisa,,DNPyM,Municipal,,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Del Regimiento Granaderos A Caballo Gral. San Martín,Luis María Campos 554,,C1426BOQ,11,4576 5666 INT. 211,,,-345.715.000,-584.345.000,Localización precisa,,DNPyM,Nacional,,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Nacional De La Inmigración,Avda. Antártida Argentina 1355,,C1104ACA,11,4317 0285,,,-345.848.890,-583.727.530,Localización precisa,,DNPyM,Nacional,,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De Ciencias Naturales Del Colegio San José,Bartolomé Mitre 2455,,C1029AAM,11,4951 4303,,,-346.085.730,-584.013.170,Localización precisa,,DNPyM,Privada,1918,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Histórico De Buenos Aires Brigadier General Cornelio De Saavedra,Crisólogo Larralde 6309,,C1431AQG,11,4572 0746,,,-345.688.000,-585.075.000,Localización precisa,,DNPyM,Municipal,1925,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo S.E. Casa De La Moneda,Av. Antártida Argentina 2085,,C1104ACH,11,5776 3545,,,-345.811.730,-583.740.320,Localización precisa,,DNPyM,,1931,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Histórico Sarmiento,Juramento 2180,,C1428DNJ,11,4781 2989,,,-345.608.250,-584.545.460,Localización precisa,,DNPyM,Nacional,1942,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Histórico Nacional Del Cabildo De Buenos Aires Y De La Revolución De Mayo,Bolívar 65,,C1066AAA,11,4334 1782,,,-346.086.000,-583.735.000,Localización precisa,,DNPyM,Nacional,1943,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De Armas De La Nación Tte. Gral. Pablo Riccheri,Av. Santa Fe 702-750,,C1059ABO,11,4311 1071 INT. 179,museo@circulumilitar.org,,-345.958.000,-583.769.000,Localización precisa,,DNPyM,Nacional,1944,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De Arte Popular José Hernández,Avda. del Libertador 2373,,C1425AAJ,11,4803 2384,,,-345.803.000,-584.049.000,Localización precisa,,DNPyM,Municipal,1952,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Casa De Yrurtia,O'Higgins 2390,,C1428AGL,11,5411 4781,,,-345.571.000,-584.553.000,Localización precisa,,DNPyM,Nacional,1953,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Del Serpentario,Avda. Vélez Sarsfield 563,,C1282AFF,11,4301 2888,adolab@anlis.gov.ar,,-346.412.000,-583.898.000,Localización precisa,,DNPyM,Nacional,1957,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Casa Rosada,Hipólito Irigoyen 219,,C1086AAA,11,4344 3802,Museo@presidencia.gov.ar,,-346.088.000,-583.698.000,Localización precisa,,DNPyM,Nacional,1961,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Casa De Ricardo Rojas - Instituto De Investigaciones Literarias,Charcas 2837,,C1425BMG,11,4824 4039,casadericardorojas@hotmail.com,,-345.939.000,-584.065.000,Localización precisa,,DNPyM,Nacional,1962,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Nacional Del Grabado,Agüero 2502. Sede ubicada en el predio de la Biblioteca Nacional,,C1425EID,11,4802 3295,,,-345.845.410,-583.975.980,Localización precisa,,DNPyM,Nacional,1964,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Criollo De Los Corrales,Avda. de los Corrales 6476,,C1440BBN,11,4687 1949,,,-346.626.000,-585.002.000,Localización precisa,,DNPyM,Privada,1967,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Nacional De Arte Oriental,Avda. del Libertador 1902,,C1425AAS,11,4801 5988,,,-345.820.000,-584.015.000,Localización precisa,,DNPyM,Nacional,1970,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De La Ciudad,Defensa 219,,C1065AAC,11,4331 9855,,,-346.104.000,-583.721.000,Localización precisa,,DNPyM,Municipal,1972,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Monumento Antiguo Recinto Del Congreso Nacional,Balcarce 139,,C1064AAC,11,4331 5147,,,-346.093.000,-583.708.000,Localización precisa,,DNPyM,Nacional,1975,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Nacional De La Historia Del Traje,Chile 832,,C1098AAR,11,4343 8427,,,-346.163.000,-583.779.000,Localización precisa,,DNPyM,Nacional,1976,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo General Belgrano,Saráchaga 4906,,C1407EGP,11,4671 6464,,,-346.332.000,-584.944.000,Localización precisa,,DNPyM,Privada,1984,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Penitenciario Argentino Antonio Ballvé,Humberto 1° 378,,C1103ACH,11,4361 0917 INT. 107,,,-346.244.000,-584.511.000,Localización precisa,,DNPyM,Nacional,1984,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Histórico De Cera,Dr. Enrique del Valle Iberlucea 1261,,C1160ABM,11,4301 1497,,,-346.391.000,-583.620.000,Localización precisa,,DNPyM,Privada,1984,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De Arte Sacro María Antonia De San José - Santa Casa De Ejercicios Espirituales,Avda. Independencia 1190,,C1099AAY,11,4304 0984,,,-346.177.000,-583.828.000,Localización precisa,,DNPyM,Privada,1987,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De Esculturas Luis Perlotti,Pujol 644,,C1405ALD,11,4431 2825,,,-346.150.000,-584.482.000,Localización precisa,,DNPyM,Municipal,1994,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De Patología De La Universidad De Buenos Aires,J.E.Uriburu 950,,C1114AAD,11,4508 3602,,,-345.976.530,-583.990.700,Localización precisa,,DNPyM,Nacional,1998,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Argentino Del Títere,Piedras 905,,C1070AAS,11,4304 4376,sarahbianchi@museoargdeltitere.com.ar,,-346.186.000,-583.773.000,Localización precisa,,DNPyM,Privada,2000,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Houssay De Historia De La Ciencia Y La Tecnología,Paraguay 2155,,C1121ABG,11,5950 9602 INT. 2104,,,-345.983.170,-583.982.230,Localización precisa,,DNPyM,Nacional,2001,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Casa Taller Celia Chevalier,Irala 1162,,C1164ACB,11,4302 2337,,,-346.392.540,-583.663.140,Localización precisa,,DNPyM,Privada,2002,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De Las Escuelas,Montevideo 950,,C1019ABT,11,4129 1000 INT. 7040,,,-345.978.830,-583.897.860,Localización precisa,,DNPyM,Municipal,2006,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De La Emigración Gallega En La Argentina,Chacabuco 955,,C1069AAS,11,4362 5963,,,-346.191.570,-583.759.140,Localización precisa,,DNPyM,Privada,2007,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Del Tiro Federal Argentino,Avda. del Libertador 6935,,C1429BMC,11,4782 4000,,,-345.484.010,-584.552.160,Localización precisa,,DNPyM,Privada,2007,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Monte De Piedad,Avda. Boedo 870,,C1218AAR,11,4931 8204,,,-346.232.570,-584.160.210,Localización precisa,,DNPyM,Municipal,2007,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo San Telmo,Humberto 1° 340,,C1103ACH,11,4361 1168,,,-346.206.930,-583.704.860,Localización precisa,,DNPyM,Privada,2009,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Argentino De Ciencias Naturales Bernardino Rivadavia,Avda. Ángel gallardo 490,,C1405DJR,11,4982 0306,info@macn.gov.ar,,-346.048.000,-584.377.000,Localización precisa,,DNPyM,Nacional,1823,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Histórico Nacional,Defensa 1600,,C1143AAH,11,4307 3157,,,-346.266.000,-583.709.000,Localización precisa,,DNPyM,Nacional,1891,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Policial,San Martín 353,,C1004AAG,11,4394 6857,,,-346.038.000,-583.738.000,Localización precisa,,DNPyM,Nacional,1899,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De Fármacobotánica Juan A. Domínguez,Junín 956,,C1113AAD,11,4964 8235,secretaria@farmacobotanica.org.ar,,-345.975.000,-583.975.000,Localización precisa,,DNPyM,Nacional,1900,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Tecnológico Ing. Eduardo Latzina,Avda. Paseo Colón 650,,C1063ACT,11,4331 6865,otokrause@impsat1.com.ar,,-346.153.000,-583.689.000,Localización precisa,,DNPyM,Municipal,1913,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De Arte Hispanoamericano Isaac Fernández Blanco - Sede Palacio Noel,Suipacha 1422,,C1011ACF,11,4326 3396,,,-345.908.760,-583.800.790,Localización precisa,,DNPyM,Gobierno de la Ciudad,1922,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De Arte Hispanoamericano Isaac Fernández Blanco,Suipacha 1422,,C1011ACF,11,4326 3396,,,-345.912.000,-583.801.000,Localización precisa,,DNPyM,Municipal,1922,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Postal Y Telegráfico,José Aarón Salmun Feijoo 555,,C1274AGE,11,4302 3104,,,-346.391.400,-583.788.510,Localización precisa,,DNPyM,Nacional,1928,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Geográfico Dr. Juan B. Terán Y Museo De Ciencias Naturales Ángel Gallardo,Catamarca 2099,,C1246AAQ,11,4941 3777 INT. 220,,,-346.342.000,-584.013.000,Localización precisa,,DNPyM,Municipal,1929,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De Bellas Artes De La Boca De Artistas Argentinos Benito Quinquela Martín,Avda. Pedro de Mendoza 1835,,C1169AAC,11,4301 1080,museoquinquela@yahoo.com.ar,,-346.393.000,-583.615.000,Localización precisa,,DNPyM,Municipal,1936,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Instituto Nacional De Estudios De Teatro,Avda. Córdoba 1199,,C1055AAB,11,4816 7212 INT. 179,,,-345.991.000,-583.840.000,Localización precisa,,DNPyM,Nacional,1936,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Nacional De Arte Decorativo,Av. del Libertador 1902,,C1425AAS,11,4801 8248,museo@mnad.org,,-345.820.000,-584.015.000,Localización precisa,,DNPyM,Nacional,1937,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Histórico Y Numismático Del Banco Central De La República Argentina Dr. José Evaristo Uriburu,San Martín 216,,C1004AAF,11,4348 3882,museo@bcra.gov.ar,,-346.055.000,-583.737.000,Localización precisa,,DNPyM,Nacional,1941,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Sadaic Vicente López Y Planes,Lavalle 1547,,C1048AAK,11,4379 8600 INT. 8539,,www.sadaic.org.ar,-346.029.000,-583.887.000,Localización precisa,,DNPyM,Privada,1962,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De Arte Español Enrique Larreta,Juramento 2291,,C1428DNK,11,4783 2640,museolarreta@infovia.com.ar,,-345.614.000,-584.556.000,Localización precisa,,DNPyM,Municipal,1962,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Escuela Museo De Bellas Artes Gral. Urquiza,Yerbal 2370,,C1406GKB,11,4612 0566,,,-346.275.000,-584.627.000,Localización precisa,,DNPyM,Municipal,1963,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Buque Museo Fragata A.R.A. Presidente Sarmiento,Puerto Madero. dique 3,,1104,11,4334 9386,,www.ara.mil.ar,-346.090.000,-583.656.000,Localización precisa,,DNPyM,Nacional,1964,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Roca - Instituto De Investigaciones Históricas,Vicente López 2220,,C1128ACJ,11,4803 2798,,,-345.876.000,-583.954.000,Localización precisa,,DNPyM,Nacional,1964,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Histórico Y Numismático Del Banco De La Nación Argentina,Bartolomé Mitre 326,,C1036AAF,11,4347 6277,,,-346.066.000,-583.712.000,Localización precisa,,DNPyM,Nacional,1966,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Judío De Buenos Aires Dr. Salvador Kibrick,Libertad 769,,C1012AAO,11,4123 0102,museojudio@fundacionjudaica.net,,-345.996.000,-583.840.000,Localización precisa,,DNPyM,Privada,1967,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De La Farmacia Dra. Rosa D'Alessio De Carnevale Bonino,Junín 956,,C1113AAD,11,4964 8200 INT. 8339,,,-345.978.000,-583.975.000,Localización precisa,,DNPyM,Nacional,1970,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Nacional Y Centro De Estudios Históricos Ferroviarios,Avda. del Libertador San Martín 405,,C1001ABE,11,4318 3343,museoferroviario@dnsbe.gov.ar,,-345.900.000,-583.795.000,Localización precisa,,DNPyM,Nacional,1971,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Histórico De La Afip,Hipólito Irigoyen 370 pb,,C1086AAD,11,4347 2396,museo@afip2.gov.ar,,-346.089.000,-583.717.000,Localización precisa,,DNPyM,Nacional,1974,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De Telecomunicaciones,Sarmiento 151,,C1041AAC,11,4347 9461,museo@secom.gov.ar,,-346.041.000,-583.687.000,Localización precisa,,DNPyM,Nacional,1978,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Y Centro De Estudios Históricos De La Facultad De Odontología De Bs. As. Profesor Dr. Orestes Walter Siutti,Marcelo T. de Alvear 2142,,C1122AAH,11,4964 1271,,,-345.973.040,-583.982.270,Localización precisa,,DNPyM,Nacional,1980,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Nacional Del Hombre,3 de Febrero 1370/78,,C1426BJN,11,4783 6554,museo@bibapl.edu.ar,,-345.666.000,-584.462.000,Localización precisa,,DNPyM,Nacional,1981,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Notarial Argentino,Avda. Callao 1542,,C1024AAO,11,4801 0081 INT. 137,comunicacioninstitucional@colegio-escribanos.org.ar,,-345.914.000,-583.915.000,Localización precisa,,DNPyM,Privada,1981,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Manoblanca,Tabaré 1371,,C1437FHG,11,4918 9448,,,-346.510.630,-584.237.120,Localización precisa,,DNPyM,Privada,1983,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Archivo Y Museo Históricos Del Banco De La Provincia De Buenos Aires Dr. Arturo Jauretche,Sarmiento 362,,C1041AAH,11,4331 1775,bpmuseo@bapro.com.ar,www.bapro.com.ar/museo,-346.043.000,-583.719.000,Localización precisa,,DNPyM,Provincial,1984,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Histórico De La Gendarmería Nacional,Avda. Presidente Ramón S. Castillo 788 (Avda. Pres. Ramón S Castillo y Prefectura Naval (ex calle 8),,C1104AMT,11,4310 2642,,,-345.802.800,-583.750.360,Localización precisa,,DNPyM,Nacional,1985,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Participativo De Ciencias,"Junín 1930, 1° Centro Cultural Recoleta",,C1113AAX,11,4806 3456,info@mpc.org.ar,,-345.871.000,-583.918.000,Localización precisa,,DNPyM,Privada,1988,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De Ciencia Y Técnica,Las Heras 2214,,C1127AAR,11,804 3340,,,-345.885.000,-583.960.000,Localización precisa,,DNPyM,Nacional,1991,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Xul Solar,Laprida 1212,,C1425EKF,11,4824 3302,xulsolar@ciudad.com.ar,,-345.948.000,-584.078.000,Localización precisa,,DNPyM,Privada,1993,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Primer Museo Histórico Ernesto Che Guevara,Rojas 129,,C1405AAC,11,4903 3285,,,-346.189.400,-584.420.260,Localización precisa,,DNPyM,Municipal,1996,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Del Patrimonio Del Palacio De Las Aguas Corrientes,Riobamba 750,,C1025ABP,11,6319 1104,,,-346.003.130,-583.949.820,Localización precisa,,DNPyM,Nacional,1996,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Evita - Instituto Nacional Eva Perón De Investigaciones Históricas,Lafinur 2988,,C1425FAB,11,4807 0306,,,-345.806.780,-584.146.570,Localización precisa,,DNPyM,Nacional,2002,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Iser,Ramos Mejia 1398,,C1104AJN,11,4313 3427,,,-346.030.180,-584.338.820,Localización precisa,,DNPyM,Nacional,2004,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Histórico Vecinal De Flores Blanca Angélica Gandini,Avda. Nazca 371,,C1406AJC,11,4611 2607,,,-346.277.190,-584.708.750,Localización precisa,,DNPyM,Privada,2004,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo De La Deuda Externa,José E. Uriburu 781,,C1027AAO,11,4370 6105,,,-345.999.550,-583.985.390,Localización precisa,,DNPyM,Nacional,2005,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Museo Anconetani Del Acordeón - Musa,Guevara 492/ 478,,C1427BRJ,11,4553 9440,,,-345.864.780,-584.516.720,Localización precisa,,DNPyM,Privada,2005,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Colección De Arte Amalia Lacroze De Fortabat,Olga Cossettini 141,,C1107CCC,11,4310 6600,,,-345.996.190,-583.649.560,Localización precisa,,DNPyM,Privada,2008,2017
2000010,2,2000,,Espacios de Exhibición Patrimonial,Museos,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Muhu - Museo Del Humor,Av. de los Italianos 851,,C1107BLF,11,4516 0944,,,-346.050.570,-583.614.480,Localización precisa,,DNPyM,Gobierno de la Ciudad,2012,2017
14098010,14,14098,,Espacios de Exhibición Patrimonial,Museos,Córdoba,Achiras,Museo Del Desierto,General Cabrera S/N,,X5833BJC,3582,495 370,,,-331.794.190,-649.944.350,Localización precisa,,DNPyM,Municipal,,2017
14014010,14,14014,,Espacios de Exhibición Patrimonial,Museos,Córdoba,Alberdi,Museo Anatómico Dr. Pedro Ara,Chubut 419 - Alberdi,,X5800XAA,351,433 7024,,,-314.047.000,-642.021.000,Localización precisa,,DNPyM,Nacional,1878,2017
14147010,14,14147,,Espacios de Exhibición Patrimonial,Museos,Córdoba,Alta Gracia,Museo Casa Taller Gabriel Dubois,Gabriel Dubois 343,,X5186NPG,,,,,-316.545.520,-644.306.030,Localización precisa,,DNPyM,,,2017
14147010,14,14147,,Espacios de Exhibición Patrimonial,Museos,Córdoba,Alta Gracia,Museo Manuel De Falla,Avda. Carlos Pellegrini 1011,,X5186NKN,547,429 292,,,-316.545.520,-644.306.030,Localización precisa,,DNPyM,Municipal,1970,2017
14147010,14,14147,,Espacios de Exhibición Patrimonial,Museos,Córdoba,Alta Gracia,Museo Nacional De La Estancia Jesuítica De Alta Gracia Y Casa Del Virrey Liniers,"Av. Padre Viera 41, Esq. Solares",,X5186XAE,3547,421 303,direccion@museoliniers.org.ar,www.museoliniers.org.ar/,-316.545.520,-644.306.030,Localización precisa,,DNPyM,Nacional,1977,2017
14140020,14,14140,,Espacios de Exhibición Patrimonial,Museos,Córdoba,Altos de Chipion,Museo Municipal De Historia Y Ciencias Naturales Los Sanavirones De Altos De Chipión,Luchini 605,,X2417ALG,3562,493 109,,,-309.588.060,-623.378.990,Localización precisa,,DNPyM,Municipal,1905,2017
14140030,14,14140,,Espacios de Exhibición Patrimonial,Museos,Córdoba,Arroyito,Museo Histórico Municipal José Domingo Mercado,Antigua Comisaría de la Ciudad,,X2432EGI,,,,,-314.218.350,-630.503.440,Localización precisa,,DNPyM,Municipal,2007,2017
